UniProt	Protein	Gene	Description	Infected_8h_1	Infected_8h_2	Infected_8h_3	Infected_8h_4	Infected_8h_5	Mock_8h_1	Mock_8h_2	Mock_8h_3	Mock_8h_4	Mock_8h_5	Infected_16h_1	Infected_16h_2	Infected_16h_3	Infected_16h_4	Infected_16h_5	Mock_16h_1	Mock_16h_2	Mock_16h_3	Mock_16h_4	Mock_16h_5	Infected_24h_1	Infected_24h_2	Infected_24h_3	Infected_24h_4	Infected_24h_5	Mock_24h_1	Mock_24h_2	Mock_24h_3	Mock_24h_4	Mock_24h_5
P17302	CXA1_HUMAN	GJA1	Gap junction alpha-1 protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P17405	ASM_HUMAN	SMPD1	Sphingomyelin phosphodiesterase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22478900.0	0.0	14321488.0	0.0	0.0	0.0
P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	0.0	0.0	30705832.0	0.0	0.0	0.0	0.0	0.0	31622822.0	0.0	0.0	29023462.0	0.0	0.0	0.0	0.0	23270812.0	30714094.0	28659340.0	0.0	0.0	0.0	0.0	0.0	0.0	5755020.5	24580084.0	0.0	0.0	0.0
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	283535680.0	366832928.0	364106048.0	436445824.0	337248896.0	402736896.0	375813152.0	383470752.0	436487840.0	370394624.0	351682816.0	357083872.0	346977504.0	424661888.0	368880704.0	391181088.0	382111136.0	395587456.0	418039072.0	396616032.0	452858752.0	430953024.0	405938944.0	458391648.0	498789568.0	392006912.0	460364384.0	428397472.0	502698400.0	435449920.0
P17661	DESM_HUMAN	DES	Desmin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P17706	PTN2_HUMAN	PTPN2	Tyrosine-protein phosphatase non-receptor type 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	86969376.0	128371640.0	100361608.0	123848720.0	90823880.0	114408056.0	96543800.0	108167624.0	123502624.0	149614992.0	80829392.0	90668104.0	111124112.0	103956416.0	116059344.0	102929328.0	126004864.0	121941384.0	87634592.0	147161456.0	143611840.0	139455088.0	127904040.0	119908288.0	145352816.0	136849344.0	156017584.0	134327504.0	149480608.0	152263392.0
P17813	EGLN_HUMAN	ENG	Endoglin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	273900960.0	316597792.0	328736160.0	355430432.0	297109856.0	361424256.0	303688160.0	379830176.0	367359136.0	339718272.0	254235648.0	370643008.0	418957888.0	330055104.0	328698784.0	343806816.0	343900032.0	405678816.0	345846304.0	396033984.0	300451168.0	347296448.0	375208544.0	359987904.0	308949856.0	367311776.0	387641600.0	354920224.0	396553120.0	388059648.0
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	49310836.0	49956856.0	41973512.0	79396712.0	126069920.0	50077484.0	40265764.0	41112776.0	36350296.0	71101904.0	79415256.0	24873364.0	49221872.0	75357624.0	63244880.0	57555576.0	66910948.0	78917336.0	58196228.0	90425664.0	74977320.0	72335976.0	81551504.0	78252608.0	106917048.0	72026280.0	85961936.0	81878128.0	93609128.0	75169552.0
P17900	SAP3_HUMAN	GM2A	Ganglioside GM2 activator	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19540886.0	0.0	0.0	36155564.0	30507302.0	0.0	0.0	32393008.0	0.0	27292538.0	0.0	0.0	0.0	0.0	50570696.0	0.0	24826710.0	0.0	30123394.0	0.0	0.0	0.0	35521944.0
P17931	LEG3_HUMAN	LGALS3	Galectin-3	221829200.0	322907904.0	253101344.0	349627040.0	282239360.0	310159712.0	121903568.0	251206928.0	341759104.0	209708416.0	156897584.0	333759200.0	74527136.0	224550368.0	203213808.0	216932656.0	321150208.0	257931840.0	312444096.0	347395200.0	277990464.0	342144192.0	325351360.0	236788928.0	382985568.0	299661024.0	362186336.0	382545344.0	317099808.0	253891008.0
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	261938160.0	239748720.0	278920096.0	234581296.0	272207232.0	278552832.0	247067408.0	255411040.0	233298816.0	246530480.0	252306736.0	228031696.0	210767840.0	222115264.0	265500112.0	220523712.0	229801904.0	197928688.0	235137472.0	230437200.0	271530016.0	219482976.0	229171344.0	232305408.0	261161488.0	269360192.0	220007488.0	234067936.0	223645824.0	207334512.0
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	407817088.0	424962048.0	394162400.0	422937952.0	399153024.0	381831680.0	397090112.0	396727744.0	434459040.0	468011584.0	432943392.0	408982048.0	427017280.0	388681344.0	350291808.0	436405376.0	400982592.0	413605280.0	413414304.0	418286624.0	383401856.0	405032192.0	421270240.0	404278368.0	417255360.0	429622336.0	397763936.0	376920448.0	372263936.0	442397568.0
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	39500764.0	47257160.0	59614176.0	71705000.0	38996560.0	75300984.0	37104804.0	39564480.0	45309436.0	54270776.0	69960568.0	43734252.0	60751108.0	62483248.0	63988416.0	51134080.0	49136288.0	59148960.0	42710400.0	84521152.0	56203572.0	62750644.0	71330328.0	72820504.0	59731432.0	59849964.0	61919932.0	51087508.0	51897128.0	72439832.0
P18074	ERCC2_HUMAN	ERCC2	General transcription and DNA repair factor IIH helicase subunit XPD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P18077	RL35A_HUMAN	RPL35A	Large ribosomal subunit protein eL33	199064688.0	183607072.0	278592320.0	322044288.0	203977344.0	286927456.0	131968736.0	287529696.0	296633824.0	262814480.0	149446080.0	263688704.0	307556768.0	251761968.0	200341232.0	239689184.0	233915664.0	251334752.0	243229808.0	235835152.0	259065184.0	341700768.0	295306336.0	294750816.0	309688256.0	224898880.0	270083872.0	272990304.0	271571552.0	311950784.0
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	466416576.0	731281020.0	755544190.0	826313410.0	546007740.0	712842180.0	545113410.0	546067260.0	698267710.0	744462340.0	809288190.0	844719420.0	771264510.0	904119680.0	837023740.0	690477500.0	635780860.0	721321280.0	982735870.0	972102080.0	961741250.0	679141380.0	887866110.0	633129600.0	872900800.0	888850690.0	922373440.0	672252030.0	730101180.0	805331070.0
P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30	699829250.0	715275200.0	803100030.0	835153600.0	661270020.0	808802050.0	722661250.0	805287740.0	796238780.0	712071620.0	677494530.0	924475010.0	966755330.0	766157060.0	653574720.0	616429950.0	870297090.0	860161470.0	844634240.0	646739840.0	824444480.0	1046920260.0	922188990.0	795013250.0	830391870.0	815645310.0	851165440.0	765802750.0	874851650.0	783508800.0
P18206	VINC_HUMAN	VCL	Vinculin	1663981180.0	1574147970.0	1695854850.0	1629589380.0	1701953020.0	1638847620.0	1735332860.0	1689154940.0	1710992900.0	1696149250.0	1645613700.0	1699308420.0	1512452610.0	1572209660.0	1584943490.0	1771269890.0	1779723260.0	1690531710.0	1823731070.0	1693683330.0	1794455940.0	1659741180.0	1617482620.0	1642729340.0	1608351870.0	1792141310.0	1749383300.0	1720203010.0	1671566850.0	1607168000.0
P18440	ARY1_HUMAN	NAT1	Arylamine N-acetyltransferase 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P18583	SON_HUMAN	SON	Protein SON	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P18621	RL17_HUMAN	RPL17	Large ribosomal subunit protein uL22	1654416510.0	1864337920.0	2053359360.0	1698024830.0	2089146750.0	1534543740.0	1807321340.0	1728030850.0	1630753660.0	1336975360.0	624349760.0	1707405060.0	1482779520.0	1373052420.0	1259118590.0	1444241790.0	1550617090.0	1538259970.0	1289900800.0	1517100930.0	1259419010.0	1558482430.0	1455473540.0	1369493890.0	1323780100.0	1130080380.0	1361516670.0	1119610370.0	1506917250.0	1235204990.0
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	1507313020.0	1203021700.0	1536402690.0	1458337280.0	1246820100.0	1475955200.0	1669919100.0	1497975680.0	1429862400.0	1453540220.0	1204299260.0	1511882370.0	1163043710.0	1409519490.0	1694271360.0	1456653180.0	1817321600.0	1336244610.0	1401671040.0	1243660030.0	1656802690.0	1715412480.0	1456677380.0	1668757120.0	1588300420.0	1497607810.0	1384354940.0	1490412030.0	1693906690.0	1148274690.0
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	0.0	0.0	0.0	38101024.0	23714682.0	0.0	28021152.0	28959910.0	29939222.0	52499348.0	55545332.0	0.0	45074112.0	0.0	39369168.0	28431760.0	22197440.0	27460614.0	54194068.0	34970196.0	50712408.0	0.0	40631160.0	46961304.0	42466412.0	0.0	0.0	40382520.0	0.0	47287620.0
P18858	DNLI1_HUMAN	LIG1	DNA ligase 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	27095866.0	32459482.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34027412.0	21142802.0	0.0	0.0	26212314.0	0.0	0.0	33664560.0	0.0	0.0	0.0	0.0	17781612.0	22996504.0	29305044.0	28444812.0	0.0	0.0
P19013	K2C4_HUMAN	KRT4	Keratin, type II cytoskeletal 4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P19105	ML12A_HUMAN	MYL12A	Myosin regulatory light chain 12A	0.0	59834464.0	189962608.0	0.0	0.0	109079288.0	212578928.0	184443392.0	128894088.0	225320560.0	0.0	144405536.0	196181584.0	0.0	165063088.0	83229656.0	130446072.0	138198160.0	117740088.0	180910368.0	171239632.0	139371616.0	181925312.0	276969088.0	0.0	157789072.0	133767768.0	0.0	209388944.0	114743304.0
P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	0.0	0.0	39902892.0	46523408.0	14844844.0	58106540.0	47913360.0	30103768.0	0.0	33289700.0	0.0	60864880.0	24704900.0	0.0	29891556.0	33874484.0	86253456.0	41629692.0	17014322.0	28370726.0	44798992.0	36626088.0	0.0	31624264.0	24401210.0	45151004.0	30552794.0	37323796.0	39708200.0	34108756.0
P19338	NUCL_HUMAN	NCL	Nucleolin	1390178690.0	1244426240.0	1348242430.0	1169815940.0	1341179010.0	1113636610.0	1343513220.0	1278534400.0	1154525440.0	1386922880.0	1144146820.0	1339941120.0	1496200190.0	1226187900.0	1223426820.0	1168578300.0	1196481540.0	1202091520.0	1132527490.0	1177059580.0	1187909630.0	1199170690.0	1160827390.0	1285904900.0	1057959940.0	1147794300.0	1027850820.0	1036491580.0	1049330620.0	1082456580.0
P19367	HXK1_HUMAN	HK1	Hexokinase-1	139893616.0	207099408.0	183207168.0	201452848.0	130552664.0	177451216.0	132518200.0	173810416.0	150429584.0	148072656.0	223035520.0	208688816.0	222763152.0	245528768.0	241083888.0	143559904.0	129878216.0	151802368.0	190413696.0	183258896.0	225537456.0	198515744.0	226499440.0	203349008.0	253544320.0	165371440.0	209518112.0	188414416.0	212347712.0	197716384.0
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	27729008.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26853168.0	0.0	0.0	0.0	0.0	0.0	60637264.0	31858402.0	0.0	36134920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32479714.0
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	0.0	41092664.0	25772592.0	41872456.0	0.0	38735192.0	0.0	0.0	0.0	20320096.0	31261426.0	0.0	0.0	32824062.0	0.0	0.0	29500584.0	0.0	27453160.0	24516824.0	34897880.0	27058352.0	0.0	46157844.0	0.0	24923646.0	27778320.0	29744566.0	25974204.0	35512500.0
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P19447	ERCC3_HUMAN	ERCC3	General transcription and DNA repair factor IIH helicase/translocase subunit XPB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P19474	RO52_HUMAN	TRIM21	E3 ubiquitin-protein ligase TRIM21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122912856.0	145319584.0
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	44563304.0	27602242.0	45866256.0	91982456.0	34697968.0	50461688.0	69270680.0	51349588.0	30971786.0	45573628.0	34463704.0	56114240.0	44249200.0	48701636.0	53720564.0	48317712.0	52265284.0	51970892.0	52803656.0	68851352.0	36768800.0	60130520.0	69598808.0	53219456.0	59254788.0	56494748.0	58213620.0	46677992.0	45903560.0	61129852.0
P19623	SPEE_HUMAN	SRM	Spermidine synthase	137282256.0	130310040.0	129524248.0	222073616.0	120969256.0	195417536.0	177140416.0	187527232.0	104644808.0	132564112.0	117234016.0	165128208.0	143901952.0	142396160.0	164897824.0	181085248.0	185953776.0	207861808.0	170542624.0	225362976.0	155101344.0	185486752.0	213505280.0	145564960.0	219162352.0	178003888.0	219442160.0	192583040.0	184414816.0	168559232.0
P19739	NS4A_CVH22	4a	Non-structural protein 4a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	52361812.0	0.0	40340700.0	40736680.0	0.0	47256324.0	0.0	35128664.0	0.0	53590632.0	0.0	62356428.0	0.0	0.0	0.0	0.0	0.0	0.0	46057780.0	0.0	0.0	63303524.0	0.0	0.0	51446396.0	60107348.0	0.0	0.0	55478644.0	0.0
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	145290624.0	169045840.0	163170128.0	163409056.0	119352224.0	135844400.0	163947248.0	162187008.0	144479680.0	148064480.0	120315344.0	120387816.0	168694176.0	155982496.0	133051056.0	145398176.0	145846640.0	115880296.0	169436752.0	146682656.0	161343568.0	174377280.0	155566512.0	171670912.0	174631152.0	165095424.0	158310592.0	148453872.0	170818272.0	162878816.0
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	56702376.0	127715568.0	81805048.0	95202504.0	73300304.0	117880952.0	81616808.0	118479224.0	103968952.0	118945888.0	75754352.0	75286760.0	76882912.0	101132312.0	63096532.0	104850400.0	102256512.0	132417472.0	129549296.0	108956520.0	111276672.0	89004840.0	101950392.0	103912568.0	86805688.0	99524952.0	149102288.0	126282584.0	116606000.0	154043472.0
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	468257056.0	433001152.0	384971456.0	285252224.0	396228768.0	282860992.0	363273248.0	327145952.0	337533056.0	400153952.0	253990320.0	253437104.0	150156240.0	246907824.0	453973600.0	284556640.0	293659808.0	295055584.0	306180832.0	337995424.0	305381888.0	236291808.0	212672816.0	225906976.0	212193680.0	213912704.0	179406560.0	254770560.0	212470192.0	150319264.0
P20337	RAB3B_HUMAN	RAB3B	Ras-related protein Rab-3B	118104328.0	0.0	162182560.0	156785360.0	174594080.0	211899232.0	154486976.0	154755520.0	145752144.0	97313608.0	75601376.0	129234664.0	185421408.0	147284928.0	156123936.0	155279360.0	0.0	94124744.0	202656944.0	133324416.0	119472960.0	103350752.0	115351208.0	127279848.0	116296840.0	105652696.0	130315016.0	88917176.0	133161424.0	120856904.0
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27193186.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19325254.0	0.0	0.0	0.0	0.0	31162298.0	0.0
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	274969408.0	250889600.0	138900832.0	366919008.0	0.0	108114544.0	419404768.0	456180064.0	218527920.0	305662368.0	133268928.0	363660672.0	480163008.0	595194560.0	456378624.0	505316448.0	461237280.0	429950624.0	385467232.0	237927184.0	438433216.0	642127230.0	469717664.0	498306560.0	155469712.0	417036992.0	523711488.0	387447200.0	0.0	413883488.0
P20585	MSH3_HUMAN	MSH3	DNA mismatch repair protein Msh3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	208955184.0	339254432.0	269599424.0	370840224.0	300143072.0	375846048.0	229075456.0	255827584.0	296534784.0	257830800.0	266576896.0	395477888.0	268169056.0	287638560.0	332204096.0	162938480.0	398449824.0	280608864.0	290820832.0	326001696.0	267726864.0	462529664.0	371293856.0	380136064.0	418498624.0	311127616.0	342044352.0	368816768.0	325454112.0	291028416.0
P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36086064.0	0.0	22726434.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29223342.0	0.0	0.0	0.0	0.0
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	0.0	0.0	0.0	0.0	25392786.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21846058.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	0.0	0.0	26291590.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20882616.0	21665540.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P20742	PZP_HUMAN	PZP	Pregnancy zone protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P20810	ICAL_HUMAN	CAST	Calpastatin	159903488.0	132167432.0	144323072.0	138584208.0	156225744.0	165324704.0	157528064.0	154638336.0	151676944.0	165430352.0	142237760.0	148872864.0	132673624.0	137599072.0	150425472.0	153025888.0	145155536.0	99652704.0	151762240.0	152853344.0	156814784.0	118636744.0	124318664.0	127929264.0	124782656.0	158586848.0	135174000.0	144047616.0	86348216.0	135166512.0
P20839	IMDH1_HUMAN	IMPDH1	Inosine-5'-monophosphate dehydrogenase 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23409304.0	0.0	30565216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28476986.0
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	0.0	0.0	0.0	0.0	31180168.0	46767592.0	0.0	0.0	35489752.0	39226352.0	54277920.0	0.0	0.0	26660888.0	0.0	58926408.0	42013196.0	36847992.0	83408832.0	47212684.0	0.0	0.0	0.0	0.0	0.0	56515056.0	87259224.0	104204488.0	90275976.0	0.0
P20930	FILA_HUMAN	FLG	Filaggrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	67083876.0	0.0	51708332.0	95901624.0	90915360.0	0.0	58308948.0	49762900.0	81473616.0	58877496.0	0.0	67125440.0	51994720.0	58324992.0	73127872.0	59749360.0	74280232.0	80755272.0	71612912.0	70776312.0	109875608.0	74357952.0	83654528.0	37593988.0	70053840.0	100977216.0	66977956.0	66471808.0	67263024.0	74506368.0
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	0.0	0.0	0.0	0.0	0.0	0.0	24452238.0	0.0	29630420.0	0.0	0.0	0.0	0.0	27414882.0	0.0	0.0	27760784.0	29422786.0	22908120.0	29380058.0	41858136.0	57896760.0	37097552.0	29669504.0	0.0	27389938.0	30371200.0	28672232.0	32196590.0	34497088.0
P20962	PTMS_HUMAN	PTMS	Parathymosin	61517912.0	74703608.0	164989760.0	180991568.0	239220736.0	203944784.0	129291856.0	174493072.0	169755296.0	122016960.0	164550176.0	166492464.0	148171968.0	149949904.0	156121840.0	141545232.0	180192288.0	130126248.0	125881272.0	109207256.0	89202504.0	154992176.0	191443744.0	89356976.0	167932976.0	142570144.0	178688912.0	145032784.0	93839352.0	76319464.0
P21127	CD11B_HUMAN	CDK11B	Cyclin-dependent kinase 11B	0.0	0.0	0.0	0.0	0.0	25841274.0	0.0	0.0	0.0	0.0	25910936.0	0.0	40461616.0	48611944.0	0.0	49676616.0	0.0	0.0	0.0	48683188.0	0.0	0.0	38028888.0	48794424.0	32294182.0	0.0	54545532.0	39694092.0	36426088.0	35026012.0
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	212560880.0	355331584.0	278397632.0	416992096.0	254095120.0	310313344.0	291265600.0	431634080.0	412161760.0	438260224.0	421263520.0	356295360.0	341246272.0	442540960.0	325194272.0	431249120.0	467570944.0	472441408.0	461059744.0	439542496.0	427250848.0	521171520.0	464959232.0	514270336.0	575292990.0	556294910.0	555455740.0	539374270.0	555340160.0	576449150.0
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	119253144.0	165598720.0	119640352.0	145012336.0	109323984.0	121988384.0	86411608.0	102233112.0	98037624.0	106117744.0	162488480.0	112371800.0	116123664.0	124633448.0	126496248.0	117039016.0	113264440.0	117643504.0	132278872.0	149954992.0	118365280.0	110560080.0	137499584.0	128966256.0	141199488.0	118594056.0	125656800.0	144158848.0	128739400.0	129392312.0
P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	41518576.0	65676844.0	20011350.0	57760888.0	44124028.0	59155976.0	62791288.0	77178680.0	50514928.0	71694088.0	80961632.0	72451672.0	66855660.0	83244032.0	56395152.0	69448192.0	59953236.0	61591948.0	77227056.0	66253548.0	65937504.0	62627180.0	62033916.0	61876888.0	64498616.0	82019336.0	67682488.0	80516736.0	66636244.0	79420088.0
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	1034428740.0	1246231810.0	1035802180.0	1473039490.0	1381119490.0	1224236670.0	1083467010.0	1276606590.0	1173110530.0	1249040130.0	930754240.0	1493773060.0	1021153020.0	1189338500.0	1130149760.0	1143547520.0	1363051900.0	1325161730.0	1284605950.0	1659640580.0	1066576830.0	1366757890.0	1198019200.0	1205564030.0	1236377860.0	1293103740.0	1318449660.0	1125646720.0	1301446660.0	1173742980.0
