UniProt	Protein	Infected_8h_1	Infected_8h_2	Infected_8h_3	Infected_8h_4	Infected_8h_5	Mock_8h_1	Mock_8h_2	Mock_8h_3	Mock_8h_4	Mock_8h_5	Infected_16h_1	Infected_16h_2	Infected_16h_3	Infected_16h_4	Infected_16h_5	Mock_16h_1	Mock_16h_2	Mock_16h_3	Mock_16h_4	Mock_16h_5	Infected_24h_1	Infected_24h_2	Infected_24h_3	Infected_24h_4	Infected_24h_5	Mock_24h_1	Mock_24h_2	Mock_24h_3	Mock_24h_4	Mock_24h_5
P07951	TPM2_HUMAN	1921157630.0	1564331650.0	1543849980.0	1466125950.0	2150097410.0	1647415420.0	2049441280.0	1433139580.0	1695631230.0	2345725440.0	1145885570.0	1051115330.0	1376207100.0	1011467840.0	1452733060.0	1174667520.0	1380329340.0	1178498430.0	1500716800.0	1209342080.0	3091210500.0	1836600580.0	2213744640.0	2160441090.0	2355227390.0	1984392700.0	2077301500.0	1852822020.0	1813783420.0	1993964160.0
P07954	FUMH_HUMAN	99539568.0	153389584.0	121506328.0	134656144.0	114840568.0	134784272.0	88578608.0	101219360.0	144684208.0	95323328.0	180879920.0	174036928.0	174703088.0	143262208.0	194876736.0	158193472.0	136616688.0	121907160.0	134605520.0	141800608.0	162761408.0	144241904.0	134129408.0	104375368.0	120472904.0	134290240.0	138165424.0	148620496.0	132282528.0	124630400.0
P07992	ERCC1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P07996	TSP1_HUMAN	345362240.0	325218080.0	380519488.0	339448928.0	291470656.0	319266400.0	372127360.0	345894240.0	376245632.0	348056640.0	250016352.0	280197376.0	266113024.0	276415488.0	275478400.0	328800960.0	337026176.0	306538240.0	339154144.0	333926336.0	184510448.0	142802016.0	130502192.0	118986864.0	218822768.0	238343024.0	280623488.0	311542912.0	317213216.0	331317024.0
P08047	SP1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P08048	ZFY_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P08123	CO1A2_HUMAN	816506300.0	739680900.0	721344190.0	725223170.0	849714880.0	686486210.0	791320580.0	740256380.0	719992320.0	823373500.0	489879808.0	621585860.0	526475840.0	471406976.0	749096130.0	895909630.0	826904450.0	794968260.0	835645760.0	799016000.0	160865328.0	190799136.0	174483200.0	180042960.0	259985632.0	867025090.0	948861440.0	937476800.0	862521090.0	1094884860.0
P08133	ANXA6_HUMAN	851209340.0	914689150.0	1191053570.0	1295490820.0	816994940.0	1503922300.0	1128950400.0	1349629570.0	1143076990.0	967246660.0	511024832.0	544723260.0	572600000.0	612250430.0	276959744.0	1548706430.0	1478082560.0	1311196290.0	1405453700.0	1647144320.0	1136817150.0	1179598980.0	1113805310.0	840064380.0	1098926720.0	1352922240.0	1242308990.0	1419663490.0	1253726720.0	1364239230.0
P08134	RHOC_HUMAN	129441240.0	267703424.0	290062240.0	154972272.0	0.0	216228912.0	189252608.0	205259920.0	164586272.0	43833904.0	349713440.0	0.0	0.0	169321632.0	196265376.0	199673072.0	275958176.0	139756304.0	282746912.0	323196992.0	98326536.0	126162448.0	231513728.0	109715928.0	212375632.0	0.0	162599920.0	123306440.0	146983312.0	150082304.0
P08172	ACM2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P08174	DAF_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	20085648.0	25067646.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14320414.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P08195	4F2_HUMAN	0.0	0.0	0.0	18661770.0	0.0	15469644.0	26407304.0	19557120.0	24332898.0	15520187.0	38418504.0	39105156.0	19305334.0	22434206.0	6721598.0	0.0	33451156.0	0.0	34513284.0	9115727.0	0.0	0.0	22703520.0	0.0	16958454.0	6304149.5	0.0	0.0	0.0	0.0
P08236	BGLR_HUMAN	0.0	0.0	0.0	26483262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17919408.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5125424.5	0.0	0.0	0.0	17041408.0	0.0	7210815.5
P08237	PFKAM_HUMAN	52182868.0	65998268.0	56134828.0	61096288.0	0.0	80657800.0	69289000.0	68605488.0	54385552.0	38463636.0	96841536.0	62421116.0	91016744.0	73857672.0	67029052.0	105014720.0	79370728.0	60194860.0	81179472.0	42975256.0	68293232.0	46587836.0	64360600.0	57474180.0	51826360.0	48928532.0	65311788.0	61517400.0	46485484.0	72921232.0
P08238	HS90B_HUMAN	7835630100.0	6882240000.0	7544653800.0	7236027400.0	6407258600.0	8014436900.0	7247125000.0	7269514800.0	7228675600.0	6432766500.0	5764537300.0	5771198000.0	6339513300.0	5795006000.0	7242538000.0	7017193000.0	7296598500.0	6785430500.0	7094528000.0	6625567200.0	6463448600.0	6438225400.0	7064218600.0	6124044800.0	7085368800.0	5474001900.0	5933457900.0	6300216800.0	6327162400.0	6578066900.0
P08240	SRPRA_HUMAN	48087208.0	73351600.0	38520928.0	47109440.0	58359232.0	87820504.0	45859040.0	52800484.0	46186436.0	50058796.0	64349416.0	86822816.0	57093532.0	71608368.0	28943378.0	71420904.0	65798844.0	53700320.0	62163240.0	64710964.0	57297604.0	63957356.0	50887020.0	53699672.0	36623564.0	67652944.0	53691040.0	51305256.0	50301140.0	42973088.0
P08243	ASNS_HUMAN	315323136.0	288488352.0	283866176.0	282017632.0	210918176.0	257775344.0	210336400.0	294281472.0	259046656.0	220505200.0	295734624.0	206014464.0	302365472.0	317533504.0	319201504.0	288050464.0	336312640.0	311431712.0	308073760.0	360286720.0	380157280.0	294710208.0	293529024.0	300488032.0	378087808.0	268875008.0	384511008.0	374336160.0	397959808.0	347865376.0
P08253	MMP2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P08397	HEM3_HUMAN	47969364.0	45422144.0	49785488.0	52800688.0	47698244.0	48461284.0	39500948.0	47708924.0	39254664.0	40167532.0	49295540.0	31200936.0	49227380.0	46504748.0	50611596.0	49007236.0	58660400.0	45927912.0	46802116.0	47291336.0	48578788.0	44063136.0	45409404.0	45605448.0	50675756.0	52514920.0	48352348.0	40286380.0	51489044.0	46735576.0
P08559	ODPA_HUMAN	0.0	35342860.0	39929348.0	19833202.0	0.0	28207152.0	38682136.0	69502560.0	30093570.0	22945992.0	31059126.0	38651360.0	46101924.0	48740104.0	42579032.0	47342788.0	68577096.0	31666858.0	36699404.0	31776348.0	32437888.0	28009088.0	26269930.0	0.0	28662694.0	46458572.0	24031570.0	38323040.0	29875704.0	0.0
P08567	PLEK_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P08572	CO4A2_HUMAN	79616872.0	78079816.0	49176176.0	43907568.0	92684824.0	53818952.0	49481232.0	48319128.0	50753928.0	62676748.0	50143920.0	66050980.0	35663992.0	48772564.0	73230064.0	63999540.0	0.0	63749704.0	77849528.0	56451716.0	37535284.0	37105980.0	0.0	31782816.0	42807952.0	72930632.0	69117832.0	63439836.0	65467580.0	55357628.0
P08579	RU2B_HUMAN	0.0	51750360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23992962.0	74761872.0	81903984.0	0.0	82334344.0	26201142.0	78294600.0	0.0	0.0	0.0	61127840.0	0.0	62689300.0	0.0	51456540.0	63996536.0	0.0	44038644.0	53082756.0	47753980.0	55843240.0
P08621	RU17_HUMAN	177570912.0	150156800.0	206930304.0	166022656.0	198631104.0	191173168.0	207771856.0	201448672.0	194530256.0	179394992.0	128290072.0	209660720.0	215539600.0	166826064.0	164140896.0	187837728.0	222979136.0	193679296.0	171066992.0	189011648.0	184750896.0	221226304.0	282030976.0	256560400.0	218250960.0	195583792.0	186559680.0	181621712.0	205287344.0	217338256.0
P08648	ITA5_HUMAN	28382132.0	41736952.0	18208436.0	23743870.0	28370120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25651112.0	0.0	0.0	0.0	26066906.0	0.0	0.0	0.0	19933804.0	0.0	0.0	0.0	23235328.0	0.0	0.0	0.0	0.0
P08651	NFIC_HUMAN	0.0	0.0	0.0	0.0	0.0	22084566.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27052702.0	0.0	0.0	0.0	0.0	0.0	0.0
P08670	VIME_HUMAN	21473790000.0	16728898600.0	27702536200.0	17246812200.0	21096103900.0	15257443300.0	17062795300.0	18658455600.0	14145371100.0	12660211700.0	13594063900.0	27103785000.0	35212567000.0	19864723500.0	23205646300.0	14035309600.0	19287255000.0	12877922300.0	14324822000.0	12834692100.0	10752837600.0	25025790000.0	24638750700.0	24519624700.0	16414310400.0	10040034300.0	11207239700.0	11101702100.0	11583612900.0	14283570200.0
P08708	RS17_HUMAN	280978688.0	369734784.0	311211072.0	442763296.0	351434592.0	425325344.0	318740640.0	319232544.0	360077504.0	297068096.0	429526048.0	401003872.0	381107040.0	268945280.0	179831264.0	344124128.0	304814144.0	269947008.0	291297632.0	261123040.0	418376960.0	316840384.0	298855328.0	275061376.0	358435072.0	251561328.0	227085456.0	183035376.0	198235232.0	215126592.0
P08754	GNAI3_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P08758	ANXA5_HUMAN	3615097090.0	4543640100.0	4146483970.0	4550459900.0	4027073790.0	2280502530.0	3660861180.0	4078715140.0	4313252400.0	4234623490.0	4606926300.0	3997027070.0	4406831600.0	4388186600.0	4587526700.0	5158646800.0	4941734400.0	4790364700.0	5255292900.0	5412694000.0	3852293890.0	4040045570.0	4273451260.0	3356376830.0	5539284000.0	3235687420.0	4369924100.0	4669206500.0	4843224100.0	4993081300.0
P08779	K1C16_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P08865	RSSA_HUMAN	1790562560.0	2525787650.0	1927504770.0	2361660670.0	1251725570.0	1865592450.0	1508942980.0	2145148930.0	2079801860.0	1244311040.0	2537486850.0	2575580160.0	2689419520.0	2442929410.0	1648009980.0	2496089860.0	2140518020.0	2047270530.0	2246011390.0	2794571260.0	1455249410.0	1551959420.0	1657715070.0	1014784450.0	2322381820.0	1954541060.0	1496899460.0	2240141060.0	2032040960.0	1872097540.0
P08962	CD63_HUMAN	0.0	0.0	23740052.0	0.0	0.0	16076562.0	0.0	0.0	17204212.0	0.0	0.0	20470302.0	0.0	17620696.0	24910616.0	0.0	0.0	0.0	0.0	0.0	0.0	27145418.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P09001	RM03_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P09012	SNRPA_HUMAN	0.0	0.0	0.0	26309130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45657600.0	0.0	0.0	0.0	95153976.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P09038	FGF2_HUMAN	50463108.0	49829560.0	41640364.0	48753116.0	49693748.0	47169788.0	38120016.0	40937448.0	44388260.0	34094712.0	49091308.0	72046664.0	66404452.0	65683608.0	67980976.0	60732696.0	56602364.0	57670372.0	46984868.0	49576920.0	64822788.0	59269144.0	57615636.0	56900388.0	67584376.0	48926012.0	53964924.0	54969320.0	53380560.0	51434912.0
P09104	ENOG_HUMAN	82917944.0	93736080.0	73416528.0	84028936.0	75982608.0	96335296.0	72177400.0	92480256.0	93276064.0	77497488.0	79592056.0	80068040.0	68171792.0	72838016.0	78004088.0	100605400.0	91326584.0	79012240.0	88550432.0	73546888.0	75237720.0	81484720.0	59258184.0	70831312.0	79363400.0	103376984.0	83201368.0	90458088.0	101202560.0	89825096.0
P09110	THIK_HUMAN	0.0	6227876.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16886982.0	0.0	20163614.0	23618276.0	0.0	16006614.0	0.0	0.0	0.0	14074649.0	0.0	6764848.0	0.0	4955204.5	0.0	13385755.0	8425604.0	0.0	0.0	12328462.0
P09132	SRP19_HUMAN	22248252.0	21723318.0	28606770.0	27245138.0	0.0	36078148.0	30580742.0	33205250.0	0.0	0.0	21514712.0	0.0	0.0	23221428.0	27087448.0	28738632.0	24305102.0	22562716.0	0.0	0.0	30029966.0	36231216.0	38841220.0	0.0	27852640.0	0.0	28531942.0	24221372.0	0.0	36251776.0
P09211	GSTP1_HUMAN	1495213440.0	2033436030.0	1870450180.0	2285373950.0	1579757700.0	2093156860.0	1683153660.0	2300505340.0	2099750660.0	1187398270.0	3294887170.0	2173183490.0	2700321020.0	2867848700.0	2083229310.0	3438964740.0	2473034500.0	2758098430.0	3239140100.0	3487082240.0	1411913730.0	1696804860.0	1663362430.0	1234668540.0	2572494080.0	1646301570.0	2266332160.0	2828869120.0	2828052220.0	2668777730.0
P09234	RU1C_HUMAN	240451952.0	204914672.0	335257792.0	201621920.0	279901856.0	191089424.0	310199360.0	384342464.0	263730832.0	287667584.0	181304208.0	193087312.0	290319488.0	201359872.0	239679776.0	0.0	0.0	0.0	133386888.0	250677552.0	173646336.0	267319104.0	323168960.0	306382368.0	230567264.0	0.0	190610336.0	0.0	0.0	226848272.0
P09382	LEG1_HUMAN	5684264400.0	6255156700.0	6278421000.0	4722090000.0	5087166500.0	5987907600.0	5404893200.0	4896228400.0	5512580100.0	5050042900.0	3327141380.0	4457645100.0	3891139580.0	4504438800.0	3150029570.0	6967522300.0	3775884290.0	4073253630.0	5418480100.0	5674076200.0	5552415700.0	5084469800.0	4946892800.0	4265684990.0	5624465900.0	3978701060.0	4526835700.0	6405599700.0	4966971400.0	5880175100.0
P09417	DHPR_HUMAN	83672624.0	100301728.0	81732408.0	100454952.0	84657696.0	106334016.0	51665940.0	94980864.0	107264888.0	68425584.0	106391624.0	92548200.0	81797704.0	84206776.0	99583776.0	110820000.0	100548512.0	86137424.0	84610728.0	93115800.0	52840836.0	85254808.0	77326248.0	98247168.0	73059648.0	104214296.0	93785472.0	91118776.0	103012464.0	100430816.0
P09429	HMGB1_HUMAN	278321760.0	418520000.0	267086224.0	142241712.0	359280288.0	238143104.0	305949472.0	327730592.0	118613168.0	460513984.0	257849472.0	112602752.0	147373536.0	207917808.0	324569952.0	209121696.0	85805080.0	194188208.0	156639488.0	247889824.0	415818464.0	373638656.0	255877264.0	269067232.0	622908800.0	111790232.0	234960528.0	179490752.0	240892928.0	278737600.0
P09455	RET1_HUMAN	0.0	23728296.0	0.0	0.0	0.0	0.0	0.0	0.0	13151883.0	0.0	24982834.0	0.0	0.0	0.0	0.0	0.0	0.0	19153700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P09486	SPRC_HUMAN	358395904.0	301069952.0	230518208.0	226160256.0	227972720.0	345938976.0	373775616.0	501944352.0	369331296.0	281719296.0	150481408.0	121034176.0	228533232.0	183058512.0	196147232.0	386222592.0	361177056.0	324125888.0	340889792.0	327371808.0	108406888.0	80046912.0	109918312.0	80559952.0	93906824.0	210190832.0	288589312.0	340626496.0	358576768.0	300386368.0
P09493	TPM1_HUMAN	1604426620.0	1890602240.0	1760315140.0	1635106430.0	1692924030.0	1570253700.0	1964989060.0	1501972990.0	1256370560.0	1910805250.0	1535943300.0	1561077250.0	1413370240.0	1292158460.0	1831219330.0	1383895680.0	1369828480.0	1196465410.0	1420796290.0	1085249790.0	2452334080.0	1906679810.0	2478690820.0	2200206340.0	2557939970.0	2031327740.0	1935046140.0	1769589250.0	1504626690.0	1875713280.0
P09496	CLCA_HUMAN	1098755710.0	1003611330.0	1013540420.0	1087221760.0	1183122820.0	893577340.0	1288182270.0	870760580.0	1059067970.0	1354850430.0	659792770.0	734156540.0	688046460.0	592897410.0	866648130.0	680701310.0	698173250.0	665126460.0	710720960.0	674014850.0	1285104770.0	1116589180.0	1248562180.0	1310393340.0	1194322560.0	881151100.0	739166660.0	737458430.0	857811650.0	936421570.0
P09497	CLCB_HUMAN	641417790.0	425767008.0	556072580.0	588933890.0	586751360.0	531846272.0	650606660.0	532613024.0	544105470.0	784434500.0	274937568.0	315760448.0	273468512.0	305712672.0	361598528.0	388418048.0	383916224.0	359457408.0	376084416.0	324590432.0	615303100.0	578300990.0	524516448.0	627424640.0	401677312.0	335399776.0	443385056.0	447170624.0	472992928.0	514221216.0
P09525	ANXA4_HUMAN	104134480.0	131024376.0	118345256.0	170209232.0	133925456.0	156274448.0	127876344.0	150681952.0	185663328.0	156941904.0	37588532.0	0.0	0.0	51693688.0	0.0	227571616.0	166332640.0	177588368.0	179242656.0	187316304.0	180348448.0	165290352.0	149111824.0	123551584.0	110365192.0	180350624.0	154307936.0	208785248.0	181869952.0	204722480.0
P09543	CN37_HUMAN	43762696.0	48812028.0	54691000.0	29373114.0	0.0	48610120.0	30480060.0	44024244.0	29481500.0	0.0	56482792.0	56590112.0	60985780.0	53960080.0	51732712.0	56023948.0	32001892.0	48976916.0	46705528.0	33548078.0	40044176.0	42953636.0	52993616.0	23968156.0	37362188.0	0.0	29551256.0	67998032.0	40332424.0	38874000.0
P09601	HMOX1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P09619	PGFRB_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P09622	DLDH_HUMAN	62677124.0	53475820.0	63775220.0	62011852.0	33164430.0	54688664.0	51842984.0	57686852.0	47692244.0	86584600.0	69000192.0	93025680.0	77339920.0	70626864.0	86484312.0	46070524.0	71972184.0	50193184.0	71360488.0	48406028.0	78798312.0	74584536.0	59847184.0	51752268.0	39753784.0	69102040.0	58317144.0	52737840.0	42237844.0	55452168.0
P09651	ROA1_HUMAN	465247168.0	488019968.0	553391940.0	715957950.0	486024960.0	531819872.0	659437440.0	793104640.0	650803330.0	394610048.0	430084320.0	501531808.0	472641824.0	545191680.0	416008192.0	551189180.0	605352260.0	538321730.0	534952832.0	502788128.0	669211840.0	519266720.0	864982910.0	583653570.0	672184900.0	265634256.0	516195136.0	439251040.0	374748032.0	774795200.0
P09661	RU2A_HUMAN	148712176.0	195078144.0	174989680.0	216852192.0	248471440.0	192696000.0	158460288.0	158247600.0	253064080.0	546961470.0	149312992.0	218804464.0	202284352.0	185450752.0	208192256.0	226953984.0	119804256.0	185381392.0	194272480.0	177553456.0	198302448.0	238728624.0	168015456.0	268819200.0	246113856.0	234502992.0	184933216.0	183618432.0	227118496.0	228254528.0
P09871	C1S_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P09874	PARP1_HUMAN	86149736.0	81509200.0	82143584.0	86766024.0	101586760.0	76555712.0	62736724.0	80570680.0	57770576.0	78626688.0	95961312.0	117443672.0	89467504.0	81867048.0	76434456.0	84286816.0	82666144.0	81130048.0	75521584.0	109741232.0	46874344.0	72318144.0	71770704.0	69582792.0	54865764.0	79537552.0	85587424.0	83605544.0	85059360.0	83588064.0
P09884	DPOLA_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P09914	IFIT1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P09936	UCHL1_HUMAN	6857615900.0	5693534200.0	6938429400.0	3305616380.0	4045973760.0	8159329300.0	8245093400.0	7086605800.0	4188959490.0	3936692220.0	3670365440.0	2471955970.0	4175324930.0	3749312510.0	4373754900.0	7427702800.0	4648591900.0	5172096000.0	5104049200.0	5911642100.0	6908402700.0	4381614600.0	7791277600.0	5364062700.0	5102372400.0	4222291970.0	8668875800.0	8050289700.0	5858332200.0	7657465300.0
P09960	LKHA4_HUMAN	125740320.0	136467776.0	147215840.0	139034576.0	109567016.0	139012176.0	123900056.0	135895680.0	136694960.0	107566720.0	139150000.0	129872232.0	144146816.0	148677456.0	150686960.0	184251424.0	174970736.0	153863936.0	186118736.0	178512896.0	116047352.0	119318128.0	133418544.0	121530504.0	133506440.0	149143968.0	171846912.0	160716496.0	155058800.0	162353504.0
P09972	ALDOC_HUMAN	2565950460.0	3588909820.0	2985180670.0	2205931780.0	2873567740.0	3153711870.0	2317326340.0	2784719870.0	2929505540.0	2097725950.0	3228038400.0	2758754560.0	2950459140.0	2983615490.0	3258445570.0	2962232320.0	2991187200.0	3409442300.0	3395039740.0	2574788860.0	2585302530.0	3024769540.0	2369116670.0	3598512640.0	2847360260.0	3554681090.0	2913747710.0	3710788610.0	3432475650.0	2799704320.0
P0C0L4	CO4A_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0C0S5	H2AZ_HUMAN	127149920.0	118871360.0	64123496.0	0.0	0.0	0.0	0.0	25512102.0	72662776.0	0.0	0.0	0.0	101864928.0	85557880.0	0.0	0.0	0.0	0.0	0.0	0.0	71205960.0	0.0	0.0	84209208.0	49943044.0	100168144.0	0.0	0.0	48709432.0	0.0
P0C6X1	R1AB_CVH22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22424178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50298192.0	33866116.0	0.0	0.0	0.0	0.0	0.0
P0C7P4	UCRIL_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0CAP2	GRL1A_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0CG12	DERPC_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0CG29	GST2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0CG34	TB15A_HUMAN	0.0	95724032.0	47695360.0	71050336.0	126968616.0	78585792.0	162450736.0	88236568.0	142746944.0	147889008.0	48158864.0	0.0	64089244.0	77525464.0	35374800.0	120175856.0	65052728.0	111619024.0	35992120.0	65225620.0	54252776.0	92509616.0	0.0	106829896.0	113357552.0	59349464.0	122401392.0	132512648.0	123472872.0	140241792.0
P0CG38	POTEI_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0CW19	LIMS3_HUMAN	0.0	25177464.0	0.0	0.0	0.0	0.0	0.0	23338232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25955228.0	0.0	0.0	0.0	0.0	0.0	18192500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0DI81	TPC2A_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0DI83	NARR_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0DJD0	RGPD1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0DMV8	HS71A_HUMAN	424345024.0	435157632.0	500245632.0	501011904.0	432159776.0	508567488.0	412672192.0	466126592.0	443099328.0	341251680.0	449155520.0	496971264.0	556020610.0	399389888.0	511952352.0	540755970.0	498134880.0	503826048.0	515903904.0	474347648.0	603545090.0	629984450.0	570613500.0	545868740.0	577938370.0	443012224.0	472531296.0	474924416.0	490717024.0	488987296.0
P0DP23	CALM1_HUMAN	10837572600.0	10579220500.0	8269237200.0	8040613900.0	10356286500.0	11134889000.0	15075994600.0	12934313000.0	9246924800.0	9947452400.0	6609206300.0	7067788300.0	6114089000.0	6767787000.0	8607132700.0	9082870800.0	9803976700.0	6864632800.0	9105294300.0	8124731900.0	7561491500.0	8798585900.0	13299305500.0	11388213200.0	12553475100.0	6440706000.0	9537183700.0	8443076600.0	9639684100.0	10812914700.0
P0DPB5	RPC22_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
